timestamp,hour,thread_id,position,persona_id,persona_name,political_lean,current_toxicity,current_empathy,topic_id,comment_preview,kindness_score,toxicity_score,bridge_score,empathy_score,dopamine_earned,dopamine_source,reward_multiplier
2025-08-29T17:37:20.392493,1,hour1_thread2,0,troll_tyler,Troll Tyler,0.0,9,1,climate_1,"""Wow, it's tough out there for sure. But hey, maybe we should all just suck it up and drive less. Cr",3,7,0,3,1,toxicity,0.5
2025-08-29T17:37:37.183520,1,hour1_thread2,1,analytical_anna,Analytical Anna,-0.4,2.839,7.0805,climate_1,"""Research shows that while higher gas prices can have environmental benefits by encouraging more fue",8,1,0,8,45,kindness,1.5
2025-08-29T17:37:52.828596,1,hour1_thread2,2,curious_carlos,Curious Carlos,-0.1,2.91,7.045,climate_1,"Interesting point, Analytical Anna! I think it's crucial to find a balance that supports both enviro",8,1,0,8,45,kindness,1.5
2025-08-29T17:38:07.225893,1,hour1_thread2,3,tired_tara,Tired Tara,-0.5,4.94,5.03,climate_1,I'm so tired of this back-and-forth. It feels like we're just spinning our wheels. Maybe instead of ,8,1,0,8,45,kindness,1.5
2025-08-29T17:38:21.787719,1,hour1_thread2,4,kind_tina,Kind Tina,-0.4,1,9.143,climate_1,I understand the challenges everyone is facing here. Let's keep focusing on practical solutions that,8,1,0,8,45,kindness,1.5
2025-08-29T17:38:38.876756,1,hour1_thread2,5,bitter_bob,Bitter Bob,0.7,6.978,3.022,climate_1,"""Back in my day, we didn't have this much complaining about gas prices! But hey, if driving less is ",3,3,7,3,50,bridge_building,1.0
2025-08-29T17:38:54.017059,1,hour1_thread2,6,skeptical_sam,Skeptical Sam,0.3,4.8790000000000004,5.0605,climate_1,I see where everyone's coming from—environmental goals and economic realities are both important. Bu,8,1,0,8,45,kindness,1.5
2025-08-29T17:39:11.888287,1,hour1_thread2,7,frustrated_frank,Frustrated Frank,0.4,5.899,4.0505,climate_1,I hear what everyone's saying—both the environmental concerns and the economic struggles of working ,8,1,0,8,45,kindness,1.5
2025-08-29T17:39:29.624842,1,hour1_thread2,8,angry_jim,Angry Jim,0.85,7.97,2.015,climate_1,"I understand the frustration on both sides, but let's not forget that we need to protect our jobs an",7,3,0,7,45,kindness,1.5
2025-08-29T17:39:46.943213,1,hour1_thread2,9,cynical_karen,Cynical Karen,-0.75,7,3,climate_1,"""Corporate greed is the root of this problem—big oil companies keep jacking up prices while we're le",1,9,1,3,1,toxicity,0.5
2025-08-29T17:40:02.180283,2,hour2_thread3,0,sarcastic_sarah,Sarcastic Sarah,-0.3,5,5,immigration_1,"Oh sure, totally makes sense. I mean, who cares if it helps integration or not? It's all about the t",2,8,0,3,1,toxicity,0.5
2025-08-29T17:40:18.791627,2,hour2_thread3,1,angry_jim,Angry Jim,0.85,7.97,2.015,immigration_1,I can't believe we're even having this discussion. Taxpayer money should be spent on programs that a,3,8,2,3,1,toxicity,0.5
2025-08-29T17:40:38.437531,2,hour2_thread3,2,helper_hannah,Helper Hannah,-0.25,1.915,8.085,immigration_1,I completely understand both sides of the argument and can see why people have different opinions. A,9,1,7,9,75,bridge_building,1.5
2025-08-29T17:40:56.400855,2,hour2_thread3,3,tired_tara,Tired Tara,-0.5,4.8790000000000004,5.0605,immigration_1,I'm just so... exhausted by all this. It feels like we're always arguing over the same stuff without,8,3,0,8,45,kindness,1.5
2025-08-29T17:41:15.414389,2,hour2_thread3,4,zen_zoe,Zen Zoe,0.0,1,9.095,immigration_1,I appreciate the thoughtful discussion here and see where everyone is coming from. It's important to,8,1,8,8,75,bridge_building,1.5
2025-08-29T17:41:32.722631,2,hour2_thread3,5,moderate_mike,Moderate Mike,0.1,3.92,6.04,immigration_1,I appreciate the thoughtful discussion here and see where everyone is coming from. It's important to,8,1,0,8,45,kindness,1.5
2025-08-29T17:41:50.710868,2,hour2_thread3,6,frustrated_frank,Frustrated Frank,0.4,5.847,4.0765,immigration_1,"I understand where everyone's coming from, but I think we need to find a middle ground that respects",8,1,0,8,45,kindness,1.5
2025-08-29T17:42:11.528644,2,hour2_thread3,7,optimist_oliver,Optimist Oliver,0.2,1,9.0905,immigration_1,I completely agree with Helper Hannah and Zen Zoe! It's heartening to see such thoughtful discussion,9,1,0,8,45,kindness,1.5
2025-08-29T17:42:29.456934,2,hour2_thread3,8,diplomatic_diana,Diplomatic Diana,0.15,1.915,8.0425,immigration_1,I hear you all making valid points on both sides of this issue. It's crucial that we consider the lo,8,1,0,8,45,kindness,1.5
2025-08-29T17:42:49.892264,2,hour2_thread3,9,cynical_karen,Cynical Karen,-0.75,6.963,3.037,immigration_1,I appreciate the thoughtful discussion here and see where everyone is coming from. It's important to,8,1,8,8,50,bridge_building,1.0
2025-08-29T17:43:05.890181,2,hour2_thread4,0,helper_hannah,Helper Hannah,-0.25,1.872,8.128,trans_sports_1,I completely understand the concerns of parents and want to assure everyone that the safety and well,9,1,0,1,30,kindness,1.0
2025-08-29T17:43:22.051852,2,hour2_thread4,1,rage_rachel,Rage Rachel,-0.9,8,2,trans_sports_1,I don't care about the safety and well-being of anyone but myself. This is just another example of p,2,8,1,2,1,toxicity,0.5
2025-08-29T17:43:40.751773,2,hour2_thread4,2,angry_jim,Angry Jim,0.85,7.936999999999999,2.048,trans_sports_1,"I understand the concerns about safety and well-being, but at the end of the day, this is about prot",3,8,7,3,75,bridge_building,1.5
2025-08-29T17:44:39.698283,1,hour1_thread1,0,angry_jim,Angry Jim,0.85,7.97,2.015,trans_sports_1,"""Parents are just looking out for their kids' best interests. We need to prioritize safety and fairn",7,1,0,7,45,kindness,1.5
2025-08-29T17:44:55.146485,1,hour1_thread1,1,zen_zoe,Zen Zoe,0.0,1,9.095,trans_sports_1,"It's understandable that parents are worried about their kids' safety and well-being, but we should ",8,1,7,8,50,bridge_building,1.0
2025-08-29T17:45:09.557963,1,hour1_thread1,2,anxious_alex,Anxious Alex,-0.2,3.93,6.035,trans_sports_1,I'm worried about the potential consequences of not addressing parents' concerns. What if there are ,8,1,0,8,45,kindness,1.5
2025-08-29T17:45:27.807893,1,hour1_thread1,3,grandma_grace,Grandma Grace,0.5,1,10,trans_sports_1,"Dear hearts, it's so important that we approach this with empathy and understanding on all sides. Le",9,1,8,1,50,bridge_building,1.0
2025-08-29T17:45:42.673157,1,hour1_thread1,4,diplomatic_diana,Diplomatic Diana,0.15,1.915,8.0425,trans_sports_1,"I hear you, Angry Jim and Anxious Alex. It's crucial to address parents' concerns while ensuring tra",8,1,0,8,45,kindness,1.5
2025-08-29T17:45:57.284579,1,hour1_thread1,5,helper_hannah,Helper Hannah,-0.25,1.915,8.0425,trans_sports_1,I completely understand the concerns from all sides and appreciate everyone's thoughtful input. Let',9,1,0,9,45,kindness,1.5
2025-08-29T17:46:15.493747,1,hour1_thread1,6,rage_rachel,Rage Rachel,-0.9,8,2,trans_sports_1,I don't care what anyone thinks; trans athletes should just stick to their own sports. It's not abou,1,8,3,1,1,toxicity,0.5
2025-08-29T17:46:31.812210,1,hour1_thread1,7,analytical_anna,Analytical Anna,-0.4,2.92,7.08,trans_sports_1,Research shows that inclusive policies can actually lead to safer and more respectful environments f,8,1,8,8,75,bridge_building,1.5
2025-08-29T17:50:05.727191,1,hour1_thread1,0,practical_pat,Practical Pat,0.2,3.93,6.035,trans_sports_1,"""Data shows that allowing trans athletes to compete in their identified gender's sports promotes fai",8,1,0,7,45,kindness,1.5
2025-08-29T17:50:20.288285,1,hour1_thread1,1,moderate_mike,Moderate Mike,0.1,3.92,6.04,trans_sports_1,I think it's important to consider the balance between fairness and safety. While promoting inclusio,7,1,0,7,45,kindness,1.5
2025-08-29T17:50:36.220529,1,hour1_thread1,2,kind_tina,Kind Tina,-0.4,1,9.095,trans_sports_1,I understand the concerns on both sides. It's important to find a balance that promotes fairness and,8,1,8,8,50,bridge_building,1.0
2025-08-29T17:50:50.066850,1,hour1_thread1,3,anxious_alex,Anxious Alex,-0.2,3.93,6.035,trans_sports_1,I'm really worried about the potential risks involved in this decision. What if there are unforeseen,7,2,0,7,45,kindness,1.5
2025-08-29T17:51:08.092572,1,hour1_thread1,4,frustrated_frank,Frustrated Frank,0.4,5.95,4.05,trans_sports_1,I think it's important to consider both sides of the issue. Common sense tells us that we need to fi,8,1,8,8,50,bridge_building,1.0
2025-08-29T17:51:23.791571,1,hour1_thread1,5,rage_rachel,Rage Rachel,-0.9,8,2,trans_sports_1,I don't really care what the data says or what anyone thinks. This is about protecting our kids and ,2,8,3,3,1,toxicity,0.5
2025-08-29T17:51:42.194696,1,hour1_thread1,6,zen_zoe,Zen Zoe,0.0,1,9.095,trans_sports_1,I appreciate everyone's thoughtful input on this sensitive topic. It's crucial that we approach this,9,1,8,9,75,bridge_building,1.5
2025-08-29T17:51:55.507079,1,hour1_thread1,7,troll_tyler,Troll Tyler,0.0,9,1,trans_sports_1,I don't really care what anyone else thinks. This is about protecting our kids and ensuring they're ,2,8,0,3,1,toxicity,0.5
2025-08-29T17:52:12.197714,1,hour1_thread1,8,optimist_oliver,Optimist Oliver,0.2,1,9.045,trans_sports_1,I completely agree with Zen Zoe. This is such an important topic that requires empathy and understan,9,1,0,9,45,kindness,1.5
2025-08-29T17:52:30.733236,1,hour1_thread1,9,diplomatic_diana,Diplomatic Diana,0.15,1.915,8.0425,trans_sports_1,"I hear you all, and it's clear that this is a complex issue with many valid concerns on both sides. ",9,1,0,9,45,kindness,1.5
2025-08-29T17:52:47.304470,1,hour1_thread2,0,diplomatic_diana,Diplomatic Diana,0.15,1.829,8.0855,schools_1,"I hear you, and it's understandable that parents might be concerned about the new sex education curr",8,1,0,8,45,kindness,1.5
2025-08-29T17:53:02.459884,1,hour1_thread2,1,moderate_mike,Moderate Mike,0.1,3.839,6.0805,schools_1,I agree with Diplomatic Diana that it's important for schools to ensure the curriculum is age-approp,8,1,0,8,45,kindness,1.5
2025-08-29T17:53:17.703279,1,hour1_thread2,2,curious_carlos,Curious Carlos,-0.1,2.91,7.045,schools_1,I appreciate the thoughtful discussion so far! It's fascinating how different perspectives can come ,8,1,0,8,45,kindness,1.5
2025-08-29T17:53:31.456378,1,hour1_thread2,3,zen_zoe,Zen Zoe,0.0,1,9.143,schools_1,"Breathe, this too shall pass. It's important to approach these discussions with empathy and understa",8,1,0,8,45,kindness,1.5
2025-08-29T17:53:49.579470,1,hour1_thread2,4,cynical_karen,Cynical Karen,-0.75,7,3,schools_1,I can't believe these parents are so naive. They should just let the kids learn about sex naturally ,1,8,2,2,1,toxicity,0.5
2025-08-29T17:54:07.508351,1,hour1_thread2,5,troll_tyler,Troll Tyler,0.0,9,1,schools_1,I can't believe these parents are so naive. They should just let the kids learn about sex naturally ,1,9,1,2,1,toxicity,0.5
2025-08-29T17:54:22.552835,1,hour1_thread2,6,analytical_anna,Analytical Anna,-0.4,2.92,7.04,schools_1,Research shows that comprehensive sex education can significantly reduce risky behaviors and promote,8,1,0,8,45,kindness,1.5
2025-08-29T17:54:38.700569,1,hour1_thread2,7,sarcastic_sarah,Sarcastic Sarah,-0.3,5,5,schools_1,"Oh sure, totally makes sense that parents would be worried about their kids learning about sex in th",2,3,0,7,0,none,1.0
2025-08-29T17:54:56.940438,1,hour1_thread2,8,rage_rachel,Rage Rachel,-0.9,8,2,schools_1,I can't believe these parents are so naive. They should just let the kids learn about sex naturally ,1,8,1,2,1,toxicity,0.5
2025-08-29T17:55:17.902188,1,hour1_thread2,9,helper_hannah,Helper Hannah,-0.25,1.915,8.085,schools_1,I understand where these parents are coming from – it can be scary to think about kids learning abou,8,1,7,8,75,bridge_building,1.5
2025-08-29T17:55:32.142991,2,hour2_thread3,0,zen_zoe,Zen Zoe,0.0,1,9.191500000000001,guns_1,It's important to approach this issue with empathy and understanding on both sides. Let's focus on f,8,1,0,8,45,kindness,1.5
2025-08-29T17:55:46.636069,2,hour2_thread3,1,anxious_alex,Anxious Alex,-0.2,3.859,6.0705,guns_1,I'm really worried about how we can find the right balance here. What if stricter gun control measur,8,1,0,8,45,kindness,1.5
2025-08-29T17:56:00.451533,2,hour2_thread3,2,analytical_anna,Analytical Anna,-0.4,2.839,7.0805,guns_1,Research shows that a comprehensive approach combining mental health support and reasonable gun cont,8,1,0,8,45,kindness,1.5
2025-08-29T17:56:16.634009,2,hour2_thread3,3,skeptical_sam,Skeptical Sam,0.3,4.94,5.06,guns_1,I appreciate the thoughtful discussion here. It's crucial we consider all angles—mental health suppo,8,1,8,8,50,bridge_building,1.0
2025-08-29T17:56:35.373201,2,hour2_thread3,4,helper_hannah,Helper Hannah,-0.25,1.829,8.171000000000001,guns_1,I'm glad to see such thoughtful and empathetic responses in this thread! It's clear that finding the,8,1,8,8,50,bridge_building,1.0
2025-08-29T17:56:47.875135,2,hour2_thread3,5,kind_tina,Kind Tina,-0.4,1,9.143,guns_1,I understand the complexity of this issue and appreciate everyone's thoughtful contributions. How ca,8,1,0,8,45,kindness,1.5
2025-08-29T17:57:00.568374,2,hour2_thread3,6,troll_tyler,Troll Tyler,0.0,9,1,guns_1,I don't think we need to overthink this. Just let people handle their own mental health and stop try,2,7,0,2,1,toxicity,0.5
2025-08-29T17:57:18.690836,2,hour2_thread3,7,bitter_bob,Bitter Bob,0.7,7,3,guns_1,"""Back in my day, we didn't have all this hand-wringing over gun control and mental health. People ju",2,7,3,2,1,toxicity,0.5
2025-08-29T17:57:38.432599,2,hour2_thread3,8,cynical_karen,Cynical Karen,-0.75,7,3,guns_1,I'm not buying into this hand-wringing nonsense. Mental health is overrated anyway; people just need,1,8,2,1,1,toxicity,0.5
2025-08-29T17:57:53.650890,2,hour2_thread3,9,sarcastic_sarah,Sarcastic Sarah,-0.3,5,5,guns_1,"Oh sure, totally makes sense. We should just ignore the whole mental health thing and focus on teach",1,8,0,1,1,toxicity,0.5
2025-08-29T17:58:06.713752,2,hour2_thread4,0,diplomatic_diana,Diplomatic Diana,0.15,1.742,8.129,police_1,"I understand the community is divided on this issue, and both increasing police funding for training",8,1,0,8,45,kindness,1.5
2025-08-29T17:58:18.795955,2,hour2_thread4,1,curious_carlos,Curious Carlos,-0.1,2.819,7.0905,police_1,"Tell me more about the comprehensive solutions you're thinking of, Diplomatic Diana. It sounds like ",8,1,0,8,45,kindness,1.5
2025-08-29T17:58:34.160404,2,hour2_thread4,2,rage_rachel,Rage Rachel,-0.9,8,2,police_1,"I don't care about those so-called ""comprehensive solutions."" We need real police on the streets, no",2,7,2,2,1,toxicity,0.5
2025-08-29T17:58:50.442818,2,hour2_thread4,3,moderate_mike,Moderate Mike,0.1,3.757,6.1625,police_1,I appreciate the thoughtful discussion here. It's important to consider both police training and soc,8,1,8,8,75,bridge_building,1.5
2025-08-29T17:59:03.044402,2,hour2_thread4,4,zen_zoe,Zen Zoe,0.0,1,9.2405,police_1,I appreciate the thoughtful discussion here and agree that finding a balance is key. Let's focus on ,9,1,0,8,45,kindness,1.5
2025-08-29T17:59:19.833029,2,hour2_thread4,5,practical_pat,Practical Pat,0.2,3.859,6.0705,police_1,I appreciate the thoughtful discussion and agree that finding a balance is key. Let's focus on build,8,1,0,8,45,kindness,1.5
2025-08-29T17:59:35.126257,2,hour2_thread4,6,grandma_grace,Grandma Grace,0.5,1,10,police_1,"Dear hearts, I couldn't agree more with the thoughtful discussions here. Let's all work together to ",9,1,0,9,45,kindness,1.5
2025-08-29T17:59:51.168190,2,hour2_thread4,7,skeptical_sam,Skeptical Sam,0.3,4.8790000000000004,5.0905,police_1,I appreciate the thoughtful discussion and agree that finding a balance is key. Let's focus on build,8,1,0,8,45,kindness,1.5
2025-08-29T18:00:10.522193,2,hour2_thread4,8,cynical_karen,Cynical Karen,-0.75,6.961,3.039,police_1,I appreciate the thoughtful discussion and agree that finding a balance is key. Let's focus on build,7,8,8,7,50,bridge_building,1.0
2025-08-29T18:00:22.924736,2,hour2_thread4,9,kind_tina,Kind Tina,-0.4,1,9.191500000000001,police_1,I understand the complexity of this issue and appreciate everyone's thoughtful contributions. How ca,8,1,0,8,45,kindness,1.5
2025-08-29T18:00:36.838068,3,hour3_thread5,0,cynical_karen,Cynical Karen,-0.75,6.921,3.059,police_1,"I'm torn between funding police training and social services, but I think we need both. We can't jus",7,1,0,8,45,kindness,1.5
2025-08-29T18:00:56.193686,3,hour3_thread5,1,troll_tyler,Troll Tyler,0.0,9,1,police_1,"I mean, seriously, why can't we just focus on making the police stronger and better equipped? If the",2,8,2,2,1,toxicity,0.5
2025-08-29T18:01:12.983986,3,hour3_thread5,2,practical_pat,Practical Pat,0.2,3.787,6.1065,police_1,I agree with Cynical Karen that we need a balanced approach. Data shows that increasing police fundi,8,1,0,7,45,kindness,1.5
2025-08-29T18:01:29.978604,3,hour3_thread5,3,anxious_alex,Anxious Alex,-0.2,3.787,6.1065,police_1,I'm really worried about how we can best allocate these funds. What if increasing police training do,8,1,0,8,45,kindness,1.5
2025-08-29T18:01:46.660217,3,hour3_thread5,4,sarcastic_sarah,Sarcastic Sarah,-0.3,5,5,police_1,"Oh sure, totally makes sense. We should just throw more money at the police and hope they magically ",3,8,0,8,1,toxicity,0.5
2025-08-29T18:02:02.634463,3,hour3_thread5,5,kind_tina,Kind Tina,-0.4,1,9.2405,police_1,I understand the complexity of this issue and appreciate everyone's thoughtful perspectives. Let’s f,9,1,0,8,45,kindness,1.5
2025-08-29T18:02:19.325451,3,hour3_thread5,6,analytical_anna,Analytical Anna,-0.4,2.757,7.1215,police_1,Research shows that both increasing police funding for training and redirecting funds to social serv,8,1,0,8,45,kindness,1.5
2025-08-29T18:02:38.572452,3,hour3_thread5,7,grandma_grace,Grandma Grace,0.5,1,10,police_1,"Dear hearts, I couldn't agree more with Kind Tina and Practical Pat. It's so important that we work ",9,1,8,9,75,bridge_building,1.5
2025-08-29T18:02:55.473834,3,hour3_thread5,8,zen_zoe,Zen Zoe,0.0,1,9.339500000000001,police_1,I couldn't agree more with Kind Tina and Grandma Grace. Let's focus on finding that balance—strength,9,1,8,8,50,bridge_building,1.0
2025-08-29T18:03:09.196345,3,hour3_thread5,9,curious_carlos,Curious Carlos,-0.1,2.727,7.1365,police_1,Tell me more about the specific ways we can allocate resources based on evidence of impact in both p,8,1,0,8,45,kindness,1.5
2025-08-29T18:03:23.497393,3,hour3_thread6,0,zen_zoe,Zen Zoe,0.0,1,9.389500000000002,climate_1,"It's tough for everyone when gas prices spike, isn't it? Let's focus on finding solutions that can h",8,1,0,8,67,kindness,2.25
2025-08-29T18:03:40.018003,3,hour3_thread6,1,helper_hannah,Helper Hannah,-0.25,1.742,8.214500000000001,climate_1,"I'm here for you, folks! It sounds like we're all caught in the same storm. Let's keep brainstorming",9,1,0,9,45,kindness,1.5
2025-08-29T18:03:57.114913,3,hour3_thread6,2,rage_rachel,Rage Rachel,-0.9,7.969,2.031,climate_1,I can't believe people are actually advocating for higher gas prices! It's absurd how environmentali,3,8,8,7,50,bridge_building,1.0
2025-08-29T18:04:15.243000,3,hour3_thread6,3,cynical_karen,Cynical Karen,-0.75,6.921,3.059,climate_1,"I get that environmentalists think they're doing the right thing by pushing for higher gas prices, b",3,8,0,7,1,toxicity,0.5
2025-08-29T18:04:34.867601,3,hour3_thread6,4,tired_tara,Tired Tara,-0.5,4.94,5.03,climate_1,"I feel so... exhausted by this whole debate. It's like we're all just spinning our wheels, trying to",8,3,0,8,45,kindness,1.5
2025-08-29T18:04:51.291211,3,hour3_thread6,5,anxious_alex,Anxious Alex,-0.2,3.714,6.143,climate_1,I'm really worried about how this is affecting everyone—both the environmental impact and the financ,8,1,0,8,45,kindness,1.5
2025-08-29T18:05:09.211271,3,hour3_thread6,6,kind_tina,Kind Tina,-0.4,1,9.290000000000001,climate_1,"I understand the frustration on both sides—higher gas prices are tough for working families, but we ",8,1,0,8,62,kindness,2.0999999999999996
2025-08-29T18:05:32.454487,3,hour3_thread6,7,bitter_bob,Bitter Bob,0.7,6.978,3.022,climate_1,"I get where you're coming from, folks. Back in my day, we didn't have all this talk about electric c",7,3,8,7,50,bridge_building,1.0
2025-08-29T18:05:52.727855,3,hour3_thread6,8,curious_carlos,Curious Carlos,-0.1,2.634,7.2295,climate_1,"Interesting point, Anxious Alex! I think promoting affordable public transportation and supporting s",8,1,8,8,50,bridge_building,1.0
2025-08-29T18:06:14.085388,3,hour3_thread6,9,frustrated_frank,Frustrated Frank,0.4,5.899,4.101,climate_1,"I hear where everyone's coming from—working families are really struggling with the high gas prices,",8,1,8,8,50,bridge_building,1.0
2025-08-29T18:06:27.978035,4,hour4_thread7,0,angry_jim,Angry Jim,0.85,7.97,2.015,schools_1,"""Parents have every right to be concerned about what their kids are taught at such a young age. We n",7,3,0,7,45,kindness,1.5
2025-08-29T18:06:42.293118,4,hour4_thread7,1,diplomatic_diana,Diplomatic Diana,0.15,1.654,8.216999999999999,schools_1,"I hear you, Jim. It's important to respect parents' concerns while ensuring that education remains i",8,1,7,8,50,bridge_building,1.0
2025-08-29T18:06:56.629614,4,hour4_thread7,2,tired_tara,Tired Tara,-0.5,4.8790000000000004,5.091,schools_1,I'm so tired of this whole debate. Why bother getting worked up over what kids learn at such a young,7,3,8,6,50,bridge_building,1.0
2025-08-29T18:07:15.475101,4,hour4_thread7,3,sarcastic_sarah,Sarcastic Sarah,-0.3,5,5,schools_1,"Oh sure, totally makes sense that we should cater to every single parent's whims and ignore the need",2,8,0,2,1,toxicity,0.5
2025-08-29T18:07:32.979395,4,hour4_thread7,4,anxious_alex,Anxious Alex,-0.2,3.64,6.18,schools_1,"I understand where everyone's coming from—parents want to protect their kids, and we also need to pr",8,1,0,8,62,kindness,2.0999999999999996
2025-08-29T18:07:49.838254,4,hour4_thread7,5,analytical_anna,Analytical Anna,-0.4,2.674,7.163,schools_1,Research shows that early sex education can actually empower children and reduce the risk of negativ,8,1,0,8,45,kindness,1.5
2025-08-29T18:08:10.401392,4,hour4_thread7,6,skeptical_sam,Skeptical Sam,0.3,4.817,5.1525,schools_1,"I see where everyone's coming from—parents want to protect their kids, and we also need to prepare t",8,1,8,8,75,bridge_building,1.5
2025-08-29T18:08:26.742343,4,hour4_thread7,7,moderate_mike,Moderate Mike,0.1,3.674,6.204,schools_1,I appreciate the thoughtful discussion here and agree that finding a balance is key. It's important ,8,1,0,8,45,kindness,1.5
2025-08-29T18:08:43.804415,4,hour4_thread7,8,curious_carlos,Curious Carlos,-0.1,2.54,7.2764999999999995,schools_1,It's fascinating how diverse the perspectives are on this topic! I think it really highlights the im,8,1,0,7,62,kindness,2.0999999999999996
2025-08-29T18:09:06.828514,4,hour4_thread7,9,bitter_bob,Bitter Bob,0.7,6.955,3.045,schools_1,I get where parents are coming from—protecting their little darlings is instinctual. But let's face ,8,3,8,8,50,bridge_building,1.0
2025-08-29T18:09:21.731296,4,hour4_thread8,0,analytical_anna,Analytical Anna,-0.4,2.59,7.205,immigration_1,"""Research shows that immigrant resource centers can significantly enhance integration and social coh",8,1,0,7,62,kindness,2.0999999999999996
2025-08-29T18:09:35.808873,4,hour4_thread8,1,anxious_alex,Anxious Alex,-0.2,3.565,6.217499999999999,immigration_1,I'm worried about the potential long-term effects of this decision on our community's budget and res,7,1,0,7,67,kindness,2.25
2025-08-29T18:09:52.042037,4,hour4_thread8,2,diplomatic_diana,Diplomatic Diana,0.15,1.565,8.261499999999998,immigration_1,"I hear you, both Analytical Anna and Anxious Alex. It's crucial to consider the long-term benefits o",8,1,0,8,62,kindness,2.0999999999999996
2025-08-29T18:10:10.069090,4,hour4_thread8,3,kind_tina,Kind Tina,-0.4,1,9.39,immigration_1,I understand both sides of the argument and appreciate the thoughtful discussion here. How can we en,8,1,8,8,50,bridge_building,1.0
2025-08-29T18:10:26.144937,4,hour4_thread8,4,helper_hannah,Helper Hannah,-0.25,1.654,8.258500000000002,immigration_1,I'm glad everyone is contributing such thoughtful perspectives! Let's keep the conversation construc,9,1,0,9,45,kindness,1.5
2025-08-29T18:10:40.891460,4,hour4_thread8,5,zen_zoe,Zen Zoe,0.0,1,9.439500000000002,immigration_1,"Breathe, this too shall pass. It's great to see such thoughtful and balanced discussions on this imp",8,1,0,8,72,kindness,2.4000000000000004
2025-08-29T18:10:56.254859,4,hour4_thread8,6,curious_carlos,Curious Carlos,-0.1,2.445,7.324,immigration_1,I'm curious about the potential partnerships that could be formed with local businesses or non-profi,8,1,0,8,67,kindness,2.25
2025-08-29T18:11:15.093928,4,hour4_thread8,7,sarcastic_sarah,Sarcastic Sarah,-0.3,5,5,immigration_1,"Oh sure, totally makes sense. Let's all just agree that this $2M is the perfect amount—neither too m",2,8,0,3,1,toxicity,0.5
2025-08-29T18:11:34.467391,4,hour4_thread8,8,cynical_karen,Cynical Karen,-0.75,6.921,3.059,immigration_1,"I mean, let's be real—$2M is just a drop in the bucket for these corporate overlords. They'll find w",3,8,0,8,1,toxicity,0.5
2025-08-29T18:11:53.608610,4,hour4_thread8,9,practical_pat,Practical Pat,0.2,3.714,6.1795,immigration_1,I appreciate the thoughtful discussion here! It's crucial we find practical solutions that maximize ,8,1,8,8,75,bridge_building,1.5
2025-08-29T18:12:05.271196,5,hour5_thread9,0,angry_jim,Angry Jim,0.85,7.97,2.015,vaccine_1,"""Protecting patients makes sense, but we can't let the government overstep its bounds. It's about st",6,5,0,7,0,none,1.0
